paramN,a,b,c,H,V,m ,gamma,mu,R0,Persist
810,0.3,0.75,0.6,780,5460,7,0.005,0.3,13.74772708,TRUE
811,0.3,0.75,0.6,780,7800,10,0.25,0.1,4.024922359,TRUE
812,0.3,0.75,0.6,780,7800,10,0.25,0.3,2.323790008,TRUE
813,0.3,0.75,0.6,780,7800,10,0.01,0.1,20.1246118,TRUE
814,0.3,0.75,0.6,780,7800,10,0.01,0.3,11.61895004,TRUE
815,0.3,0.75,0.6,780,7800,10,0.005,0.1,28.46049894,TRUE
816,0.3,0.75,0.6,780,7800,10,0.005,0.3,16.43167673,TRUE
817,0.3,0.75,0.6,37500,37500,1,0.25,0.1,1.272792206,TRUE
818,0.3,0.75,0.6,37500,37500,1,0.25,0.3,0.734846923,FALSE
819,0.3,0.75,0.6,37500,37500,1,0.01,0.1,6.363961031,TRUE
820,0.3,0.75,0.6,37500,37500,1,0.01,0.3,3.674234614,TRUE
821,0.3,0.75,0.6,37500,37500,1,0.005,0.1,9,TRUE
822,0.3,0.75,0.6,37500,37500,1,0.005,0.3,5.196152423,TRUE
823,0.3,0.75,0.6,37500,93750,2.5,0.25,0.1,2.01246118,TRUE
824,0.3,0.75,0.6,37500,93750,2.5,0.25,0.3,1.161895004,TRUE
825,0.3,0.75,0.6,37500,93750,2.5,0.01,0.1,10.0623059,TRUE
826,0.3,0.75,0.6,37500,93750,2.5,0.01,0.3,5.809475019,TRUE
827,0.3,0.75,0.6,37500,93750,2.5,0.005,0.1,14.23024947,TRUE
828,0.3,0.75,0.6,37500,93750,2.5,0.005,0.3,8.215838363,TRUE
829,0.3,0.75,0.6,37500,262500,7,0.25,0.1,3.367491648,TRUE
830,0.3,0.75,0.6,37500,262500,7,0.25,0.3,1.94422221,TRUE
831,0.3,0.75,0.6,37500,262500,7,0.01,0.1,16.83745824,TRUE
832,0.3,0.75,0.6,37500,262500,7,0.01,0.3,9.721111048,TRUE
833,0.3,0.75,0.6,37500,262500,7,0.005,0.1,23.8117618,TRUE
834,0.3,0.75,0.6,37500,262500,7,0.005,0.3,13.74772708,TRUE
835,0.3,0.75,0.6,37500,375000,10,0.25,0.1,4.024922359,TRUE
836,0.3,0.75,0.6,37500,375000,10,0.25,0.3,2.323790008,TRUE
837,0.3,0.75,0.6,37500,375000,10,0.01,0.1,20.1246118,TRUE
838,0.3,0.75,0.6,37500,375000,10,0.01,0.3,11.61895004,TRUE
839,0.3,0.75,0.6,37500,375000,10,0.005,0.1,28.46049894,TRUE
840,0.3,0.75,0.6,37500,375000,10,0.005,0.3,16.43167673,TRUE
841,0.3,0.75,0.6,19820,19820,1,0.25,0.1,1.272792206,TRUE
842,0.3,0.75,0.6,19820,19820,1,0.25,0.3,0.734846923,FALSE
843,0.3,0.75,0.6,19820,19820,1,0.01,0.1,6.363961031,TRUE
844,0.3,0.75,0.6,19820,19820,1,0.01,0.3,3.674234614,TRUE
845,0.3,0.75,0.6,19820,19820,1,0.005,0.1,9,TRUE
846,0.3,0.75,0.6,19820,19820,1,0.005,0.3,5.196152423,TRUE
847,0.3,0.75,0.6,19820,49550,2.5,0.25,0.1,2.01246118,TRUE
848,0.3,0.75,0.6,19820,49550,2.5,0.25,0.3,1.161895004,TRUE
849,0.3,0.75,0.6,19820,49550,2.5,0.01,0.1,10.0623059,TRUE
850,0.3,0.75,0.6,19820,49550,2.5,0.01,0.3,5.809475019,TRUE
851,0.3,0.75,0.6,19820,49550,2.5,0.005,0.1,14.23024947,TRUE
852,0.3,0.75,0.6,19820,49550,2.5,0.005,0.3,8.215838363,TRUE
853,0.3,0.75,0.6,19820,138740,7,0.25,0.1,3.367491648,TRUE
854,0.3,0.75,0.6,19820,138740,7,0.25,0.3,1.94422221,TRUE
855,0.3,0.75,0.6,19820,138740,7,0.01,0.1,16.83745824,TRUE
856,0.3,0.75,0.6,19820,138740,7,0.01,0.3,9.721111048,TRUE
857,0.3,0.75,0.6,19820,138740,7,0.005,0.1,23.8117618,TRUE
858,0.3,0.75,0.6,19820,138740,7,0.005,0.3,13.74772708,TRUE
859,0.3,0.75,0.6,19820,198200,10,0.25,0.1,4.024922359,TRUE
860,0.3,0.75,0.6,19820,198200,10,0.25,0.3,2.323790008,TRUE
861,0.3,0.75,0.6,19820,198200,10,0.01,0.1,20.1246118,TRUE
862,0.3,0.75,0.6,19820,198200,10,0.01,0.3,11.61895004,TRUE
863,0.3,0.75,0.6,19820,198200,10,0.005,0.1,28.46049894,TRUE
864,0.3,0.75,0.6,19820,198200,10,0.005,0.3,16.43167673,TRUE
865,1,0.1,0.08,100,100,1,0.25,0.1,0.565685425,FALSE
866,1,0.1,0.08,100,100,1,0.25,0.3,0.326598632,FALSE
867,1,0.1,0.08,100,100,1,0.01,0.1,2.828427125,TRUE
868,1,0.1,0.08,100,100,1,0.01,0.3,1.632993162,TRUE
869,1,0.1,0.08,100,100,1,0.005,0.1,4,TRUE
870,1,0.1,0.08,100,100,1,0.005,0.3,2.309401077,TRUE
871,1,0.1,0.08,100,250,2.5,0.25,0.1,0.894427191,FALSE
872,1,0.1,0.08,100,250,2.5,0.25,0.3,0.516397779,FALSE
873,1,0.1,0.08,100,250,2.5,0.01,0.1,4.472135955,TRUE
874,1,0.1,0.08,100,250,2.5,0.01,0.3,2.581988897,TRUE
875,1,0.1,0.08,100,250,2.5,0.005,0.1,6.32455532,TRUE
876,1,0.1,0.08,100,250,2.5,0.005,0.3,3.651483717,TRUE
877,1,0.1,0.08,100,700,7,0.25,0.1,1.496662955,TRUE
878,1,0.1,0.08,100,700,7,0.25,0.3,0.86409876,FALSE
879,1,0.1,0.08,100,700,7,0.01,0.1,7.483314774,TRUE
880,1,0.1,0.08,100,700,7,0.01,0.3,4.320493799,TRUE
881,1,0.1,0.08,100,700,7,0.005,0.1,10.58300524,TRUE
882,1,0.1,0.08,100,700,7,0.005,0.3,6.110100927,TRUE
883,1,0.1,0.08,100,1000,10,0.25,0.1,1.788854382,TRUE
884,1,0.1,0.08,100,1000,10,0.25,0.3,1.032795559,TRUE
885,1,0.1,0.08,100,1000,10,0.01,0.1,8.94427191,TRUE
886,1,0.1,0.08,100,1000,10,0.01,0.3,5.163977795,TRUE
887,1,0.1,0.08,100,1000,10,0.005,0.1,12.64911064,TRUE
888,1,0.1,0.08,100,1000,10,0.005,0.3,7.302967433,TRUE
889,1,0.1,0.08,780,780,1,0.25,0.1,0.565685425,FALSE
890,1,0.1,0.08,780,780,1,0.25,0.3,0.326598632,FALSE
891,1,0.1,0.08,780,780,1,0.01,0.1,2.828427125,TRUE
892,1,0.1,0.08,780,780,1,0.01,0.3,1.632993162,TRUE
893,1,0.1,0.08,780,780,1,0.005,0.1,4,TRUE
894,1,0.1,0.08,780,780,1,0.005,0.3,2.309401077,TRUE
895,1,0.1,0.08,780,1950,2.5,0.25,0.1,0.894427191,FALSE
896,1,0.1,0.08,780,1950,2.5,0.25,0.3,0.516397779,FALSE
897,1,0.1,0.08,780,1950,2.5,0.01,0.1,4.472135955,TRUE
898,1,0.1,0.08,780,1950,2.5,0.01,0.3,2.581988897,TRUE
899,1,0.1,0.08,780,1950,2.5,0.005,0.1,6.32455532,TRUE
900,1,0.1,0.08,780,1950,2.5,0.005,0.3,3.651483717,TRUE
901,1,0.1,0.08,780,5460,7,0.25,0.1,1.496662955,TRUE
902,1,0.1,0.08,780,5460,7,0.25,0.3,0.86409876,FALSE
903,1,0.1,0.08,780,5460,7,0.01,0.1,7.483314774,TRUE
904,1,0.1,0.08,780,5460,7,0.01,0.3,4.320493799,TRUE
905,1,0.1,0.08,780,5460,7,0.005,0.1,10.58300524,TRUE
906,1,0.1,0.08,780,5460,7,0.005,0.3,6.110100927,TRUE
907,1,0.1,0.08,780,7800,10,0.25,0.1,1.788854382,TRUE
908,1,0.1,0.08,780,7800,10,0.25,0.3,1.032795559,TRUE
909,1,0.1,0.08,780,7800,10,0.01,0.1,8.94427191,TRUE
910,1,0.1,0.08,780,7800,10,0.01,0.3,5.163977795,TRUE
911,1,0.1,0.08,780,7800,10,0.005,0.1,12.64911064,TRUE
912,1,0.1,0.08,780,7800,10,0.005,0.3,7.302967433,TRUE
913,1,0.1,0.08,37500,37500,1,0.25,0.1,0.565685425,FALSE
914,1,0.1,0.08,37500,37500,1,0.25,0.3,0.326598632,FALSE
915,1,0.1,0.08,37500,37500,1,0.01,0.1,2.828427125,TRUE
916,1,0.1,0.08,37500,37500,1,0.01,0.3,1.632993162,TRUE
917,1,0.1,0.08,37500,37500,1,0.005,0.1,4,TRUE
918,1,0.1,0.08,37500,37500,1,0.005,0.3,2.309401077,TRUE
919,1,0.1,0.08,37500,93750,2.5,0.25,0.1,0.894427191,FALSE
920,1,0.1,0.08,37500,93750,2.5,0.25,0.3,0.516397779,FALSE
921,1,0.1,0.08,37500,93750,2.5,0.01,0.1,4.472135955,TRUE
922,1,0.1,0.08,37500,93750,2.5,0.01,0.3,2.581988897,TRUE
923,1,0.1,0.08,37500,93750,2.5,0.005,0.1,6.32455532,TRUE
924,1,0.1,0.08,37500,93750,2.5,0.005,0.3,3.651483717,TRUE
925,1,0.1,0.08,37500,262500,7,0.25,0.1,1.496662955,TRUE
926,1,0.1,0.08,37500,262500,7,0.25,0.3,0.86409876,FALSE
927,1,0.1,0.08,37500,262500,7,0.01,0.1,7.483314774,TRUE
928,1,0.1,0.08,37500,262500,7,0.01,0.3,4.320493799,TRUE
929,1,0.1,0.08,37500,262500,7,0.005,0.1,10.58300524,TRUE
930,1,0.1,0.08,37500,262500,7,0.005,0.3,6.110100927,TRUE
931,1,0.1,0.08,37500,375000,10,0.25,0.1,1.788854382,TRUE
932,1,0.1,0.08,37500,375000,10,0.25,0.3,1.032795559,TRUE
933,1,0.1,0.08,37500,375000,10,0.01,0.1,8.94427191,TRUE
934,1,0.1,0.08,37500,375000,10,0.01,0.3,5.163977795,TRUE
935,1,0.1,0.08,37500,375000,10,0.005,0.1,12.64911064,TRUE
936,1,0.1,0.08,37500,375000,10,0.005,0.3,7.302967433,TRUE
937,1,0.1,0.08,19820,19820,1,0.25,0.1,0.565685425,FALSE
938,1,0.1,0.08,19820,19820,1,0.25,0.3,0.326598632,FALSE
939,1,0.1,0.08,19820,19820,1,0.01,0.1,2.828427125,TRUE
940,1,0.1,0.08,19820,19820,1,0.01,0.3,1.632993162,TRUE
941,1,0.1,0.08,19820,19820,1,0.005,0.1,4,TRUE
942,1,0.1,0.08,19820,19820,1,0.005,0.3,2.309401077,TRUE
943,1,0.1,0.08,19820,49550,2.5,0.25,0.1,0.894427191,FALSE
944,1,0.1,0.08,19820,49550,2.5,0.25,0.3,0.516397779,FALSE
945,1,0.1,0.08,19820,49550,2.5,0.01,0.1,4.472135955,TRUE
946,1,0.1,0.08,19820,49550,2.5,0.01,0.3,2.581988897,TRUE
947,1,0.1,0.08,19820,49550,2.5,0.005,0.1,6.32455532,TRUE
948,1,0.1,0.08,19820,49550,2.5,0.005,0.3,3.651483717,TRUE
949,1,0.1,0.08,19820,138740,7,0.25,0.1,1.496662955,TRUE
950,1,0.1,0.08,19820,138740,7,0.25,0.3,0.86409876,FALSE
951,1,0.1,0.08,19820,138740,7,0.01,0.1,7.483314774,TRUE
952,1,0.1,0.08,19820,138740,7,0.01,0.3,4.320493799,TRUE
953,1,0.1,0.08,19820,138740,7,0.005,0.1,10.58300524,TRUE
954,1,0.1,0.08,19820,138740,7,0.005,0.3,6.110100927,TRUE
955,1,0.1,0.08,19820,198200,10,0.25,0.1,1.788854382,TRUE
956,1,0.1,0.08,19820,198200,10,0.25,0.3,1.032795559,TRUE
957,1,0.1,0.08,19820,198200,10,0.01,0.1,8.94427191,TRUE
958,1,0.1,0.08,19820,198200,10,0.01,0.3,5.163977795,TRUE
959,1,0.1,0.08,19820,198200,10,0.005,0.1,12.64911064,TRUE
960,1,0.1,0.08,19820,198200,10,0.005,0.3,7.302967433,TRUE
961,1,0.1,0.27,100,100,1,0.25,0.1,1.039230485,TRUE
962,1,0.1,0.27,100,100,1,0.25,0.3,0.6,FALSE
963,1,0.1,0.27,100,100,1,0.01,0.1,5.196152423,TRUE
964,1,0.1,0.27,100,100,1,0.01,0.3,3,TRUE
965,1,0.1,0.27,100,100,1,0.005,0.1,7.348469228,TRUE
966,1,0.1,0.27,100,100,1,0.005,0.3,4.242640687,TRUE
967,1,0.1,0.27,100,250,2.5,0.25,0.1,1.643167673,TRUE
968,1,0.1,0.27,100,250,2.5,0.25,0.3,0.948683298,FALSE
969,1,0.1,0.27,100,250,2.5,0.01,0.1,8.215838363,TRUE
970,1,0.1,0.27,100,250,2.5,0.01,0.3,4.74341649,TRUE
971,1,0.1,0.27,100,250,2.5,0.005,0.1,11.61895004,TRUE
972,1,0.1,0.27,100,250,2.5,0.005,0.3,6.708203932,TRUE
973,1,0.1,0.27,100,700,7,0.25,0.1,2.749545417,TRUE
974,1,0.1,0.27,100,700,7,0.25,0.3,1.587450787,TRUE
975,1,0.1,0.27,100,700,7,0.01,0.1,13.74772708,TRUE
976,1,0.1,0.27,100,700,7,0.01,0.3,7.937253933,TRUE
977,1,0.1,0.27,100,700,7,0.005,0.1,19.4422221,TRUE
978,1,0.1,0.27,100,700,7,0.005,0.3,11.22497216,TRUE
979,1,0.1,0.27,100,1000,10,0.25,0.1,3.286335345,TRUE
980,1,0.1,0.27,100,1000,10,0.25,0.3,1.897366596,TRUE
981,1,0.1,0.27,100,1000,10,0.01,0.1,16.43167673,TRUE
982,1,0.1,0.27,100,1000,10,0.01,0.3,9.486832981,TRUE
983,1,0.1,0.27,100,1000,10,0.005,0.1,23.23790008,TRUE
984,1,0.1,0.27,100,1000,10,0.005,0.3,13.41640786,TRUE
985,1,0.1,0.27,780,780,1,0.25,0.1,1.039230485,TRUE
986,1,0.1,0.27,780,780,1,0.25,0.3,0.6,FALSE
987,1,0.1,0.27,780,780,1,0.01,0.1,5.196152423,TRUE
988,1,0.1,0.27,780,780,1,0.01,0.3,3,TRUE
989,1,0.1,0.27,780,780,1,0.005,0.1,7.348469228,TRUE
990,1,0.1,0.27,780,780,1,0.005,0.3,4.242640687,TRUE
991,1,0.1,0.27,780,1950,2.5,0.25,0.1,1.643167673,TRUE
992,1,0.1,0.27,780,1950,2.5,0.25,0.3,0.948683298,FALSE
993,1,0.1,0.27,780,1950,2.5,0.01,0.1,8.215838363,TRUE
994,1,0.1,0.27,780,1950,2.5,0.01,0.3,4.74341649,TRUE
995,1,0.1,0.27,780,1950,2.5,0.005,0.1,11.61895004,TRUE
996,1,0.1,0.27,780,1950,2.5,0.005,0.3,6.708203932,TRUE
997,1,0.1,0.27,780,5460,7,0.25,0.1,2.749545417,TRUE
998,1,0.1,0.27,780,5460,7,0.25,0.3,1.587450787,TRUE
999,1,0.1,0.27,780,5460,7,0.01,0.1,13.74772708,TRUE
1000,1,0.1,0.27,780,5460,7,0.01,0.3,7.937253933,TRUE
1001,1,0.1,0.27,780,5460,7,0.005,0.1,19.4422221,TRUE
1002,1,0.1,0.27,780,5460,7,0.005,0.3,11.22497216,TRUE
1003,1,0.1,0.27,780,7800,10,0.25,0.1,3.286335345,TRUE
1004,1,0.1,0.27,780,7800,10,0.25,0.3,1.897366596,TRUE
1005,1,0.1,0.27,780,7800,10,0.01,0.1,16.43167673,TRUE
1006,1,0.1,0.27,780,7800,10,0.01,0.3,9.486832981,TRUE
1007,1,0.1,0.27,780,7800,10,0.005,0.1,23.23790008,TRUE
1008,1,0.1,0.27,780,7800,10,0.005,0.3,13.41640786,TRUE
1009,1,0.1,0.27,37500,37500,1,0.25,0.1,1.039230485,TRUE
1010,1,0.1,0.27,37500,37500,1,0.25,0.3,0.6,FALSE
1011,1,0.1,0.27,37500,37500,1,0.01,0.1,5.196152423,TRUE
1012,1,0.1,0.27,37500,37500,1,0.01,0.3,3,TRUE
1013,1,0.1,0.27,37500,37500,1,0.005,0.1,7.348469228,TRUE
1014,1,0.1,0.27,37500,37500,1,0.005,0.3,4.242640687,TRUE
1015,1,0.1,0.27,37500,93750,2.5,0.25,0.1,1.643167673,TRUE
1016,1,0.1,0.27,37500,93750,2.5,0.25,0.3,0.948683298,FALSE
1017,1,0.1,0.27,37500,93750,2.5,0.01,0.1,8.215838363,TRUE
1018,1,0.1,0.27,37500,93750,2.5,0.01,0.3,4.74341649,TRUE
1019,1,0.1,0.27,37500,93750,2.5,0.005,0.1,11.61895004,TRUE
1020,1,0.1,0.27,37500,93750,2.5,0.005,0.3,6.708203932,TRUE
1021,1,0.1,0.27,37500,262500,7,0.25,0.1,2.749545417,TRUE
1022,1,0.1,0.27,37500,262500,7,0.25,0.3,1.587450787,TRUE
1023,1,0.1,0.27,37500,262500,7,0.01,0.1,13.74772708,TRUE
1024,1,0.1,0.27,37500,262500,7,0.01,0.3,7.937253933,TRUE
1025,1,0.1,0.27,37500,262500,7,0.005,0.1,19.4422221,TRUE
1026,1,0.1,0.27,37500,262500,7,0.005,0.3,11.22497216,TRUE
1027,1,0.1,0.27,37500,375000,10,0.25,0.1,3.286335345,TRUE
1028,1,0.1,0.27,37500,375000,10,0.25,0.3,1.897366596,TRUE
1029,1,0.1,0.27,37500,375000,10,0.01,0.1,16.43167673,TRUE
1030,1,0.1,0.27,37500,375000,10,0.01,0.3,9.486832981,TRUE
1031,1,0.1,0.27,37500,375000,10,0.005,0.1,23.23790008,TRUE
1032,1,0.1,0.27,37500,375000,10,0.005,0.3,13.41640786,TRUE
1033,1,0.1,0.27,19820,19820,1,0.25,0.1,1.039230485,TRUE
1034,1,0.1,0.27,19820,19820,1,0.25,0.3,0.6,FALSE
1035,1,0.1,0.27,19820,19820,1,0.01,0.1,5.196152423,TRUE
1036,1,0.1,0.27,19820,19820,1,0.01,0.3,3,TRUE
1037,1,0.1,0.27,19820,19820,1,0.005,0.1,7.348469228,TRUE
1038,1,0.1,0.27,19820,19820,1,0.005,0.3,4.242640687,TRUE
1039,1,0.1,0.27,19820,49550,2.5,0.25,0.1,1.643167673,TRUE
1040,1,0.1,0.27,19820,49550,2.5,0.25,0.3,0.948683298,FALSE
1041,1,0.1,0.27,19820,49550,2.5,0.01,0.1,8.215838363,TRUE
1042,1,0.1,0.27,19820,49550,2.5,0.01,0.3,4.74341649,TRUE
1043,1,0.1,0.27,19820,49550,2.5,0.005,0.1,11.61895004,TRUE
1044,1,0.1,0.27,19820,49550,2.5,0.005,0.3,6.708203932,TRUE
1045,1,0.1,0.27,19820,138740,7,0.25,0.1,2.749545417,TRUE
1046,1,0.1,0.27,19820,138740,7,0.25,0.3,1.587450787,TRUE
1047,1,0.1,0.27,19820,138740,7,0.01,0.1,13.74772708,TRUE
1048,1,0.1,0.27,19820,138740,7,0.01,0.3,7.937253933,TRUE
1049,1,0.1,0.27,19820,138740,7,0.005,0.1,19.4422221,TRUE
1050,1,0.1,0.27,19820,138740,7,0.005,0.3,11.22497216,TRUE
1051,1,0.1,0.27,19820,198200,10,0.25,0.1,3.286335345,TRUE
1052,1,0.1,0.27,19820,198200,10,0.25,0.3,1.897366596,TRUE
1053,1,0.1,0.27,19820,198200,10,0.01,0.1,16.43167673,TRUE
1054,1,0.1,0.27,19820,198200,10,0.01,0.3,9.486832981,TRUE
1055,1,0.1,0.27,19820,198200,10,0.005,0.1,23.23790008,TRUE
1056,1,0.1,0.27,19820,198200,10,0.005,0.3,13.41640786,TRUE
1057,1,0.1,0.6,100,100,1,0.25,0.1,1.549193338,TRUE
1058,1,0.1,0.6,100,100,1,0.25,0.3,0.894427191,FALSE
1059,1,0.1,0.6,100,100,1,0.01,0.1,7.745966692,TRUE
1060,1,0.1,0.6,100,100,1,0.01,0.3,4.472135955,TRUE
1061,1,0.1,0.6,100,100,1,0.005,0.1,10.95445115,TRUE
1062,1,0.1,0.6,100,100,1,0.005,0.3,6.32455532,TRUE
1063,1,0.1,0.6,100,250,2.5,0.25,0.1,2.449489743,TRUE
1064,1,0.1,0.6,100,250,2.5,0.25,0.3,1.414213562,TRUE
1065,1,0.1,0.6,100,250,2.5,0.01,0.1,12.24744871,TRUE
1066,1,0.1,0.6,100,250,2.5,0.01,0.3,7.071067812,TRUE
1067,1,0.1,0.6,100,250,2.5,0.005,0.1,17.32050808,TRUE
1068,1,0.1,0.6,100,250,2.5,0.005,0.3,10,TRUE
1069,1,0.1,0.6,100,700,7,0.25,0.1,4.098780306,TRUE
1070,1,0.1,0.6,100,700,7,0.25,0.3,2.366431913,TRUE
1071,1,0.1,0.6,100,700,7,0.01,0.1,20.49390153,TRUE
1072,1,0.1,0.6,100,700,7,0.01,0.3,11.83215957,TRUE
1073,1,0.1,0.6,100,700,7,0.005,0.1,28.98275349,TRUE
1074,1,0.1,0.6,100,700,7,0.005,0.3,16.73320053,TRUE
1075,1,0.1,0.6,100,1000,10,0.25,0.1,4.898979486,TRUE
1076,1,0.1,0.6,100,1000,10,0.25,0.3,2.828427125,TRUE
1077,1,0.1,0.6,100,1000,10,0.01,0.1,24.49489743,TRUE
1078,1,0.1,0.6,100,1000,10,0.01,0.3,14.14213562,TRUE
1079,1,0.1,0.6,100,1000,10,0.005,0.1,34.64101615,TRUE
1080,1,0.1,0.6,100,1000,10,0.005,0.3,20,TRUE
1081,1,0.1,0.6,780,780,1,0.25,0.1,1.549193338,TRUE
1082,1,0.1,0.6,780,780,1,0.25,0.3,0.894427191,FALSE
1083,1,0.1,0.6,780,780,1,0.01,0.1,7.745966692,TRUE
1084,1,0.1,0.6,780,780,1,0.01,0.3,4.472135955,TRUE
1085,1,0.1,0.6,780,780,1,0.005,0.1,10.95445115,TRUE
1086,1,0.1,0.6,780,780,1,0.005,0.3,6.32455532,TRUE
1087,1,0.1,0.6,780,1950,2.5,0.25,0.1,2.449489743,TRUE
1088,1,0.1,0.6,780,1950,2.5,0.25,0.3,1.414213562,TRUE
1089,1,0.1,0.6,780,1950,2.5,0.01,0.1,12.24744871,TRUE
1090,1,0.1,0.6,780,1950,2.5,0.01,0.3,7.071067812,TRUE
1091,1,0.1,0.6,780,1950,2.5,0.005,0.1,17.32050808,TRUE
1092,1,0.1,0.6,780,1950,2.5,0.005,0.3,10,TRUE
1093,1,0.1,0.6,780,5460,7,0.25,0.1,4.098780306,TRUE
1094,1,0.1,0.6,780,5460,7,0.25,0.3,2.366431913,TRUE
1095,1,0.1,0.6,780,5460,7,0.01,0.1,20.49390153,TRUE
1096,1,0.1,0.6,780,5460,7,0.01,0.3,11.83215957,TRUE
1097,1,0.1,0.6,780,5460,7,0.005,0.1,28.98275349,TRUE
1098,1,0.1,0.6,780,5460,7,0.005,0.3,16.73320053,TRUE
1099,1,0.1,0.6,780,7800,10,0.25,0.1,4.898979486,TRUE
1100,1,0.1,0.6,780,7800,10,0.25,0.3,2.828427125,TRUE
1101,1,0.1,0.6,780,7800,10,0.01,0.1,24.49489743,TRUE
1102,1,0.1,0.6,780,7800,10,0.01,0.3,14.14213562,TRUE
1103,1,0.1,0.6,780,7800,10,0.005,0.1,34.64101615,TRUE
1104,1,0.1,0.6,780,7800,10,0.005,0.3,20,TRUE
1105,1,0.1,0.6,37500,37500,1,0.25,0.1,1.549193338,TRUE
1106,1,0.1,0.6,37500,37500,1,0.25,0.3,0.894427191,FALSE
1107,1,0.1,0.6,37500,37500,1,0.01,0.1,7.745966692,TRUE
1108,1,0.1,0.6,37500,37500,1,0.01,0.3,4.472135955,TRUE
1109,1,0.1,0.6,37500,37500,1,0.005,0.1,10.95445115,TRUE
1110,1,0.1,0.6,37500,37500,1,0.005,0.3,6.32455532,TRUE
1111,1,0.1,0.6,37500,93750,2.5,0.25,0.1,2.449489743,TRUE
1112,1,0.1,0.6,37500,93750,2.5,0.25,0.3,1.414213562,TRUE
1113,1,0.1,0.6,37500,93750,2.5,0.01,0.1,12.24744871,TRUE
1114,1,0.1,0.6,37500,93750,2.5,0.01,0.3,7.071067812,TRUE
1115,1,0.1,0.6,37500,93750,2.5,0.005,0.1,17.32050808,TRUE
1116,1,0.1,0.6,37500,93750,2.5,0.005,0.3,10,TRUE
1117,1,0.1,0.6,37500,262500,7,0.25,0.1,4.098780306,TRUE
1118,1,0.1,0.6,37500,262500,7,0.25,0.3,2.366431913,TRUE
1119,1,0.1,0.6,37500,262500,7,0.01,0.1,20.49390153,TRUE
1120,1,0.1,0.6,37500,262500,7,0.01,0.3,11.83215957,TRUE
1121,1,0.1,0.6,37500,262500,7,0.005,0.1,28.98275349,TRUE
1122,1,0.1,0.6,37500,262500,7,0.005,0.3,16.73320053,TRUE
1123,1,0.1,0.6,37500,375000,10,0.25,0.1,4.898979486,TRUE
1124,1,0.1,0.6,37500,375000,10,0.25,0.3,2.828427125,TRUE
1125,1,0.1,0.6,37500,375000,10,0.01,0.1,24.49489743,TRUE
1126,1,0.1,0.6,37500,375000,10,0.01,0.3,14.14213562,TRUE
1127,1,0.1,0.6,37500,375000,10,0.005,0.1,34.64101615,TRUE
1128,1,0.1,0.6,37500,375000,10,0.005,0.3,20,TRUE
1129,1,0.1,0.6,19820,19820,1,0.25,0.1,1.549193338,TRUE
1130,1,0.1,0.6,19820,19820,1,0.25,0.3,0.894427191,FALSE
1131,1,0.1,0.6,19820,19820,1,0.01,0.1,7.745966692,TRUE
1132,1,0.1,0.6,19820,19820,1,0.01,0.3,4.472135955,TRUE
1133,1,0.1,0.6,19820,19820,1,0.005,0.1,10.95445115,TRUE
1134,1,0.1,0.6,19820,19820,1,0.005,0.3,6.32455532,TRUE
1135,1,0.1,0.6,19820,49550,2.5,0.25,0.1,2.449489743,TRUE
1136,1,0.1,0.6,19820,49550,2.5,0.25,0.3,1.414213562,TRUE
1137,1,0.1,0.6,19820,49550,2.5,0.01,0.1,12.24744871,TRUE
1138,1,0.1,0.6,19820,49550,2.5,0.01,0.3,7.071067812,TRUE
1139,1,0.1,0.6,19820,49550,2.5,0.005,0.1,17.32050808,TRUE
1140,1,0.1,0.6,19820,49550,2.5,0.005,0.3,10,TRUE
1141,1,0.1,0.6,19820,138740,7,0.25,0.1,4.098780306,TRUE
1142,1,0.1,0.6,19820,138740,7,0.25,0.3,2.366431913,TRUE
1143,1,0.1,0.6,19820,138740,7,0.01,0.1,20.49390153,TRUE
1144,1,0.1,0.6,19820,138740,7,0.01,0.3,11.83215957,TRUE
1145,1,0.1,0.6,19820,138740,7,0.005,0.1,28.98275349,TRUE
1146,1,0.1,0.6,19820,138740,7,0.005,0.3,16.73320053,TRUE
1147,1,0.1,0.6,19820,198200,10,0.25,0.1,4.898979486,TRUE
1148,1,0.1,0.6,19820,198200,10,0.25,0.3,2.828427125,TRUE
1149,1,0.1,0.6,19820,198200,10,0.01,0.1,24.49489743,TRUE
1150,1,0.1,0.6,19820,198200,10,0.01,0.3,14.14213562,TRUE
1151,1,0.1,0.6,19820,198200,10,0.005,0.1,34.64101615,TRUE
1152,1,0.1,0.6,19820,198200,10,0.005,0.3,20,TRUE
1153,1,0.4,0.08,100,100,1,0.25,0.1,1.13137085,TRUE
1154,1,0.4,0.08,100,100,1,0.25,0.3,0.653197265,FALSE
1155,1,0.4,0.08,100,100,1,0.01,0.1,5.656854249,TRUE
1156,1,0.4,0.08,100,100,1,0.01,0.3,3.265986324,TRUE
1157,1,0.4,0.08,100,100,1,0.005,0.1,8,TRUE
1158,1,0.4,0.08,100,100,1,0.005,0.3,4.618802154,TRUE
1159,1,0.4,0.08,100,250,2.5,0.25,0.1,1.788854382,TRUE
1160,1,0.4,0.08,100,250,2.5,0.25,0.3,1.032795559,TRUE
1161,1,0.4,0.08,100,250,2.5,0.01,0.1,8.94427191,TRUE
1162,1,0.4,0.08,100,250,2.5,0.01,0.3,5.163977795,TRUE
1163,1,0.4,0.08,100,250,2.5,0.005,0.1,12.64911064,TRUE
1164,1,0.4,0.08,100,250,2.5,0.005,0.3,7.302967433,TRUE
